store_id,retailer,country,state,location_setting,place_id,mapping_confidence,operational_status,usable_for_network,current_source,eligible_for_analytics,eligible_for_place_analytics,source_id,issues
specsavers-3308,Specsavers,Australia,ACT,Shopping Centre,place-au-act-south-point-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1121,OPSM,Australia,ACT,Shopping Centre,place-au-act-marketplace-gungahlin,High,Usable,true,true,true,true,opsm-au,
specsavers-3583,Specsavers,Australia,ACT,Shopping Centre,place-au-act-marketplace-gungahlin,High,Usable,true,true,true,true,specsavers-au,
eyecare-plus-636,Eyecare Plus,Australia,ACT,High Street,corridor-au-act-manuka-flinders-way,Medium,Usable,true,true,true,true,eyecare-plus-au,
independent-other-optical-provision-49995,Independent / Other optical,Australia,ACT,Shopping Centre,place-au-act-m-centre,High,Usable,true,true,true,true,provision-affiliation,
oscar-wylee-135,Oscar Wylee,Australia,ACT,Shopping Centre,place-au-act-westfield,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3346,Specsavers,Australia,ACT,Shopping Centre,place-au-act-westfield,High,Usable,true,true,true,true,specsavers-au,
george-matilda-17216,George & Matilda,Australia,ACT,Shopping Centre,place-au-act-tuggeranong-square,High,Usable,true,true,true,true,george-and-matilda-au,
opsm-1009,OPSM,Australia,ACT,High Street,corridor-au-act-tuggeranong-anketell-street,Medium,Usable,true,true,true,true,opsm-au,
opsm-2265,OPSM,Australia,ACT,High Street,corridor-au-act-weston-creek-brierly-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3657,Specsavers,Australia,ACT,Shopping Centre,place-au-act-cooleman-court,High,Usable,true,true,true,true,specsavers-au,
eyeq-optometrists-woden,EyeQ Optometrists,Australia,ACT,Shopping Centre,place-au-act-westfield,High,Usable,true,true,true,true,eyeq-optometrists-au,
opsm-1226,OPSM,Australia,ACT,Shopping Centre,place-au-act-westfield,Medium,Usable,true,true,true,true,opsm-au,
independent-other-optical-osm-ne-node-7009136867,Independent / Other optical,New Zealand,Auckland,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-ne-node-6923678892,Independent / Other optical,New Zealand,Auckland,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-ne-node-6169401087,Independent / Other optical,New Zealand,Auckland,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-ne-way-879150414,Independent / Other optical,New Zealand,Auckland,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-ne-node-10892579810,Independent / Other optical,New Zealand,Auckland,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-ne-node-13822996704,Independent / Other optical,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-jervois-road,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-ne-node-6162557005,Independent / Other optical,New Zealand,Auckland,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-ne-node-13805150403,Independent / Other optical,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-hurstmere-road,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-ne-node-14086659006,Independent / Other optical,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-tamaki-drive,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-ne-node-5466762097,Independent / Other optical,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-ponsonby-road,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-ne-node-11204116311,Independent / Other optical,New Zealand,Auckland,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-ne-way-911692375,Independent / Other optical,New Zealand,Auckland,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-ne-node-4396978791,Independent / Other optical,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-auckland-retail-core,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-ne-node-12594285407,Independent / Other optical,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-queens-road,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-ne-node-10086117777,Independent / Other optical,New Zealand,Auckland,Shopping Centre,place-nz-auckland-vision-centre,High,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-ne-node-2660761055,Independent / Other optical,New Zealand,Auckland,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-ne-way-262147882,Independent / Other optical,New Zealand,Auckland,Shopping Centre,place-nz-auckland-onehunga-mall,High,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
opsm-nz-1309,OPSM,New Zealand,Auckland,Shopping Centre,place-nz-auckland-westfield-albany,Medium,Usable,true,true,true,true,opsm-nz,
oscar-wylee-nz-optometrist-albany,Oscar Wylee,New Zealand,Auckland,Shopping Centre,place-nz-auckland-westfield-albany,High,Usable,true,true,true,true,oscar-wylee-nz,
bailey-nelson-nz-optometrist-albany-auckland,Bailey Nelson,New Zealand,Auckland,Shopping Centre,place-nz-auckland-westfield-albany,High,Usable,true,true,true,true,bailey-nelson-nz,
bailey-nelson-nz-optometrist-ponsonby,Bailey Nelson,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-ponsonby-road,High,Usable,true,true,true,true,bailey-nelson-nz,
bailey-nelson-nz-optometrist-st-lukes,Bailey Nelson,New Zealand,Auckland,Shopping Centre,place-nz-auckland-westfield-st-lukes,High,Usable,true,true,true,true,bailey-nelson-nz,
bailey-nelson-nz-optometrist-sylvia-park,Bailey Nelson,New Zealand,Auckland,Shopping Centre,place-nz-auckland-sylvia-park-mall,High,Usable,true,true,true,true,bailey-nelson-nz,
bailey-nelson-nz-optometrist-takapuna,Bailey Nelson,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-hurstmere-road,Medium,Usable,true,true,true,true,bailey-nelson-nz,
independent-other-optical-osm-ne-node-5913292096,Independent / Other optical,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-mokoia-road,Medium,Usable,true,true,true,true,osm-opticians,
opsm-nz-1689,OPSM,New Zealand,Auckland,Shopping Centre,place-nz-auckland-manukau-westfield,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-4712,OPSM,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-mt-eden-road,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-1612,OPSM,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-queen-street,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-1682,OPSM,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-remuera-road,Medium,Usable,true,true,true,true,opsm-nz,
specsavers-nz-3801,Specsavers,New Zealand,Auckland,Shopping Centre,place-nz-auckland-westfield-albany,High,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3842,Specsavers,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-queen-street,Medium,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3827,Specsavers,New Zealand,Auckland,Shopping Centre,place-nz-auckland-botany-town-centre,High,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3811,Specsavers,New Zealand,Auckland,Shopping Centre,place-nz-auckland-glenfield-mall,High,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3806,Specsavers,New Zealand,Auckland,Shopping Centre,place-nz-auckland-westcity-waitakere-shopping-centre,High,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3809,Specsavers,New Zealand,Auckland,Shopping Centre,place-nz-auckland-manukau-westfield,High,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3807,Specsavers,New Zealand,Auckland,Shopping Centre,place-nz-auckland-northwest-shopping-centre,High,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3865,Specsavers,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-stoddard-road,Medium,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3866,Specsavers,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-lunn-avenue,Medium,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3849,Specsavers,New Zealand,Auckland,Shopping Centre,place-nz-auckland-newmarket-westfield,High,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3875,Specsavers,New Zealand,Auckland,Shopping Centre,place-nz-auckland-onehunga-mall,High,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3828,Specsavers,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-great-south-road,Medium,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3814,Specsavers,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-king-street,Medium,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3841,Specsavers,New Zealand,Auckland,Shopping Centre,place-nz-auckland-silverdale-mall,High,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3829,Specsavers,New Zealand,Auckland,Shopping Centre,place-nz-auckland-sylvia-park-mall,High,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3802,Specsavers,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-anzac-street,Medium,Usable,true,true,true,true,specsavers-nz,
oscar-wylee-nz-optometrist-auckland-cbd,Oscar Wylee,New Zealand,Auckland,High Street,corridor-nz-auckland-auckland-cbd-queen-street,High,Usable,true,true,true,true,oscar-wylee-nz,
bailey-nelson-nz-optometrist-auckland-cbd,Bailey Nelson,New Zealand,Auckland,Shopping Centre,place-nz-auckland-commercial-bay,High,Usable,true,true,true,true,bailey-nelson-nz,
opsm-nz-1692,OPSM,New Zealand,Auckland,High Street,corridor-nz-auckland-browns-bay-clyde-road,Medium,Usable,true,true,true,true,opsm-nz,
bailey-nelson-nz-optometrist-botany,Bailey Nelson,New Zealand,Auckland,Shopping Centre,place-nz-auckland-botany-town-centre,High,Usable,true,true,true,true,bailey-nelson-nz,
opsm-nz-1630,OPSM,New Zealand,Auckland,Shopping Centre,place-nz-auckland-botany-town-centre,High,Usable,true,true,true,true,opsm-nz,
specsavers-nz-3871,Specsavers,New Zealand,Auckland,Shopping Centre,place-nz-auckland-ormiston-town-centre,High,Usable,true,true,true,true,specsavers-nz,
opsm-nz-2833,OPSM,New Zealand,Auckland,High Street,corridor-nz-auckland-henderson-universal-drive,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-1642,OPSM,New Zealand,Auckland,High Street,corridor-nz-auckland-henderson-catherine-street,Medium,Usable,true,true,true,true,opsm-nz,
oscar-wylee-nz-optometrist-manukau,Oscar Wylee,New Zealand,Auckland,Shopping Centre,place-nz-auckland-manukau-westfield,High,Usable,true,true,true,true,oscar-wylee-nz,
specsavers-nz-3874,Specsavers,New Zealand,Auckland,Shopping Centre,place-nz-auckland-manukau-city-centre,High,Usable,true,true,true,true,specsavers-nz,
opsm-nz-2929,OPSM,New Zealand,Auckland,High Street,corridor-nz-auckland-massey-maki-street,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-1684,OPSM,New Zealand,Auckland,Shopping Centre,place-nz-auckland-milford-centre,High,Usable,true,true,true,true,opsm-nz,
opsm-nz-1687,OPSM,New Zealand,Auckland,Shopping Centre,place-nz-auckland-westfield-st-lukes,Medium,Usable,true,true,true,true,opsm-nz,
specsavers-nz-3825,Specsavers,New Zealand,Auckland,Shopping Centre,place-nz-auckland-westfield-st-lukes,High,Usable,true,true,true,true,specsavers-nz,
opsm-nz-2911,OPSM,New Zealand,Auckland,Shopping Centre,place-nz-auckland-sylvia-park-mall,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-1686,OPSM,New Zealand,Auckland,Shopping Centre,place-nz-auckland-lynnmall-shopping-centre,Medium,Usable,true,true,true,true,opsm-nz,
oscar-wylee-nz-optometrist-new-lynn,Oscar Wylee,New Zealand,Auckland,Shopping Centre,place-nz-auckland-lynnmall-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-nz,
specsavers-nz-3808,Specsavers,New Zealand,Auckland,Shopping Centre,place-nz-auckland-lynnmall-shopping-centre,High,Usable,true,true,true,true,specsavers-nz,
opsm-nz-1646,OPSM,New Zealand,Auckland,Shopping Centre,place-nz-auckland-newmarket-westfield,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-1602,OPSM,New Zealand,Auckland,High Street,corridor-nz-auckland-papakura-great-south-road,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-2926,OPSM,New Zealand,Auckland,High Street,corridor-nz-auckland-pukekohe-hill-hall-street,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-1688,OPSM,New Zealand,Auckland,High Street,corridor-nz-auckland-royal-oak-manukau-road,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-2353,OPSM,New Zealand,Auckland,Shopping Centre,place-nz-auckland-silverdale-centre,High,Usable,true,true,true,true,opsm-nz,
opsm-nz-1683,OPSM,New Zealand,Auckland,High Street,corridor-nz-auckland-st-heliers-st-heliers-bay-road,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-2832,OPSM,New Zealand,Auckland,High Street,corridor-nz-auckland-takapuna-hurstmere-road,Medium,Usable,true,true,true,true,opsm-nz,
independent-other-optical-osm-ne-node-5551688223,Independent / Other optical,New Zealand,Bay of Plenty,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
opsm-nz-1390,OPSM,New Zealand,Bay of Plenty,Shopping Centre,place-nz-bay-of-plenty-bayfair-shopping-centre,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-1625,OPSM,New Zealand,Bay of Plenty,High Street,corridor-nz-bay-of-plenty-rotorua-pukuatua-street,Medium,Usable,true,true,true,true,opsm-nz,
specsavers-nz-3822,Specsavers,New Zealand,Bay of Plenty,High Street,corridor-nz-bay-of-plenty-rotorua-eruera-street,Medium,Usable,true,true,true,true,specsavers-nz,
bailey-nelson-nz-optometrist-tauranga,Bailey Nelson,New Zealand,Bay of Plenty,Shopping Centre,place-nz-bay-of-plenty-bayfair-shopping-centre,High,Usable,true,true,true,true,bailey-nelson-nz,
opsm-nz-1412,OPSM,New Zealand,Bay of Plenty,High Street,corridor-nz-bay-of-plenty-tauranga-taurikura-drive,Medium,Usable,true,true,true,true,opsm-nz,
specsavers-nz-3812,Specsavers,New Zealand,Bay of Plenty,Shopping Centre,place-nz-bay-of-plenty-bayfair-shopping-centre,High,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3839,Specsavers,New Zealand,Bay of Plenty,High Street,corridor-nz-bay-of-plenty-tauranga-devonport-road,Medium,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3863,Specsavers,New Zealand,Bay of Plenty,Shopping Centre,place-nz-bay-of-plenty-tauranga-crossing,High,Usable,true,true,true,true,specsavers-nz,
opsm-nz-2830,OPSM,New Zealand,Bay of Plenty,High Street,corridor-nz-bay-of-plenty-whakatane-the-strand,Medium,Usable,true,true,true,true,opsm-nz,
specsavers-nz-3853,Specsavers,New Zealand,Bay of Plenty,High Street,corridor-nz-bay-of-plenty-whakatane-the-strand,High,Usable,true,true,true,true,specsavers-nz,
independent-other-optical-osm-ne-node-4757538924,Independent / Other optical,New Zealand,Canterbury,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
specsavers-nz-3864,Specsavers,New Zealand,Canterbury,High Street,corridor-nz-canterbury-ashburton-cass-street,Medium,Usable,true,true,true,true,specsavers-nz,
bailey-nelson-nz-optometrist-cashel-street,Bailey Nelson,New Zealand,Canterbury,High Street,corridor-nz-canterbury-christchurch-cashel-street,Medium,Usable,true,true,true,true,bailey-nelson-nz,
bailey-nelson-nz-optometrist-riccarton,Bailey Nelson,New Zealand,Canterbury,Shopping Centre,place-nz-canterbury-riccarton-westfield,High,Usable,true,true,true,true,bailey-nelson-nz,
opsm-nz-1010,OPSM,New Zealand,Canterbury,High Street,corridor-nz-canterbury-christchurch-main-south-road,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-1620,OPSM,New Zealand,Canterbury,High Street,corridor-nz-canterbury-christchurch-kivers-lane,Medium,Usable,true,true,true,true,opsm-nz,
specsavers-nz-3854,Specsavers,New Zealand,Canterbury,Shopping Centre,place-nz-canterbury-the-hub-hornby-mall,High,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3804,Specsavers,New Zealand,Canterbury,Shopping Centre,place-nz-canterbury-northlands-mall,High,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3824,Specsavers,New Zealand,Canterbury,Shopping Centre,place-nz-canterbury-riccarton-westfield,High,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3815,Specsavers,New Zealand,Canterbury,Shopping Centre,place-nz-canterbury-the-palms-shopping-centre,High,Usable,true,true,true,true,specsavers-nz,
independent-other-optical-osm-ne-way-101162360,Independent / Other optical,New Zealand,Canterbury,High Street,corridor-nz-canterbury-christchurch-central-new-regent-street,Medium,Usable,true,true,true,true,osm-opticians,
opsm-nz-2949,OPSM,New Zealand,Canterbury,High Street,corridor-nz-canterbury-kaiapoi-williams-street,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-1672,OPSM,New Zealand,Canterbury,High Street,corridor-nz-canterbury-merrivale-papanui-road,Medium,Usable,true,true,true,true,opsm-nz,
opsm-nz-1653,OPSM,New Zealand,Canterbury,High Street,corridor-nz-canterbury-papanui-main-north-road,Medium,Usable,true,true,true,true,opsm-nz,
oscar-wylee-nz-optometrist-northlands,Oscar Wylee,New Zealand,Canterbury,Shopping Centre,place-nz-canterbury-northlands-mall,High,Usable,true,true,true,true,oscar-wylee-nz,
opsm-nz-2948,OPSM,New Zealand,Canterbury,High Street,corridor-nz-canterbury-rangiora-high-street,Medium,Usable,true,true,true,true,opsm-nz,
specsavers-nz-3862,Specsavers,New Zealand,Canterbury,High Street,corridor-nz-canterbury-rangiora-high-street,Medium,Usable,true,true,true,true,specsavers-nz,
opsm-nz-1593,OPSM,New Zealand,Canterbury,Shopping Centre,place-nz-canterbury-riccarton-westfield,Medium,Usable,true,true,true,true,opsm-nz,
oscar-wylee-nz-optometrist-riccarton,Oscar Wylee,New Zealand,Canterbury,Shopping Centre,place-nz-canterbury-riccarton-westfield,High,Usable,true,true,true,true,oscar-wylee-nz,
opsm-nz-1413,OPSM,New Zealand,Canterbury,High Street,corridor-nz-canterbury-shirley-new-brighton-road,Medium,Usable,true,true,true,true,opsm-nz,
specsavers-nz-3826,Specsavers,New Zealand,Canterbury,High Street,corridor-nz-canterbury-timaru-elizabeth-street,Medium,Usable,true,true,true,true,specsavers-nz,
independent-other-optical-osm-ne-node-4523027569,Independent / Other optical,New Zealand,Gisborne,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-ne-node-12611705756,Independent / Other optical,New Zealand,Gisborne,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
opsm-nz-7705,OPSM,New Zealand,Gisborne,High Street,corridor-nz-gisborne-gisborne-gladstone-road,Medium,Usable,true,true,true,true,opsm-nz,
specsavers-nz-3833,Specsavers,New Zealand,Gisborne,High Street,corridor-nz-gisborne-gisborne-gladstone-road,Medium,Usable,true,true,true,true,specsavers-nz,
independent-other-optical-osm-ne-way-372801612,Independent / Other optical,New Zealand,Hawke's Bay,High Street,corridor-nz-hawke-s-bay-hawke-s-bay-hastings-street,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-ne-node-4327600580,Independent / Other optical,New Zealand,Hawke's Bay,High Street,corridor-nz-hawke-s-bay-hawke-s-bay-emerson-street,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
opsm-nz-1607,OPSM,New Zealand,Hawke's Bay,High Street,corridor-nz-hawke-s-bay-hastings-heretaunga-street,Medium,Usable,true,true,true,true,opsm-nz,
specsavers-nz-3836,Specsavers,New Zealand,Hawke's Bay,High Street,corridor-nz-hawke-s-bay-hastings-heretaunga-street,Medium,Usable,true,true,true,true,specsavers-nz,
opsm-nz-1619,OPSM,New Zealand,Hawke's Bay,High Street,corridor-nz-hawke-s-bay-napier-emeson-street,Medium,Usable,true,true,true,true,opsm-nz,
specsavers-nz-3837,Specsavers,New Zealand,Hawke's Bay,High Street,corridor-nz-hawke-s-bay-napier-emerson-street,Medium,Usable,true,true,true,true,specsavers-nz,
independent-other-optical-osm-ne-way-221688843,Independent / Other optical,New Zealand,Hawke's Bay,High Street,corridor-nz-hawke-s-bay-napier-south-carlyle-street,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-ne-way-430131331,Independent / Other optical,New Zealand,Hawke's Bay,High Street,corridor-nz-hawke-s-bay-napier-south-tennyson-street,Medium,Usable,true,true,true,true,osm-opticians,
independent-other-optical-osm-ne-way-455198732,Independent / Other optical,New Zealand,Hawke's Bay,High Street,corridor-nz-hawke-s-bay-taradale-gloucester-street,Medium,Usable,true,true,true,true,osm-opticians,
independent-other-optical-osm-ne-way-455192520,Independent / Other optical,New Zealand,Hawke's Bay,High Street,corridor-nz-hawke-s-bay-taradale-gloucester-street,Medium,Usable,true,true,true,true,osm-opticians,
independent-other-optical-osm-ne-node-13475253028,Independent / Other optical,New Zealand,Manawatu-Whanganui,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-ne-node-13312432427,Independent / Other optical,New Zealand,Manawatu-Whanganui,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
specsavers-nz-3876,Specsavers,New Zealand,Manawatu-Whanganui,Shopping Centre,place-nz-manawatu-whanganui-levin-shopping-centre,High,Usable,true,true,true,true,specsavers-nz,
independent-other-optical-osm-ne-node-5546969987,Independent / Other optical,New Zealand,Manawatu-Whanganui,High Street,corridor-nz-manawatu-whanganui-palmerston-north-broadway-avenue,Medium,Usable,true,true,true,true,osm-opticians,
oscar-wylee-nz-optometrist-palmerston-north,Oscar Wylee,New Zealand,Manawatu-Whanganui,Shopping Centre,place-nz-manawatu-whanganui-the-plaza-palmerston-north,High,Usable,true,true,true,true,oscar-wylee-nz,
specsavers-nz-3832,Specsavers,New Zealand,Manawatu-Whanganui,Shopping Centre,place-nz-manawatu-whanganui-the-plaza-palmerston-north,High,Usable,true,true,true,true,specsavers-nz,
independent-other-optical-osm-ne-node-5510196686,Independent / Other optical,New Zealand,Manawatu-Whanganui,High Street,corridor-nz-manawatu-whanganui-whanganui-victoria-avenue,Medium,Usable,true,true,true,true,osm-opticians,
specsavers-nz-3847,Specsavers,New Zealand,Manawatu-Whanganui,High Street,corridor-nz-manawatu-whanganui-whanganui-victoria-avenue,Medium,Usable,true,true,true,true,specsavers-nz,
specsavers-nz-3852,Specsavers,New Zealand,Marlborough,High Street,corridor-nz-marlborough-blenheim-market-street,Medium,Usable,true,true,true,true,specsavers-nz,
independent-other-optical-osm-au-node-3981216558,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-12769119364,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-way-566960696,Independent / Other optical,Australia,NSW,High Street,corridor-au-nsw-nsw-beardy-street,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-au-node-12803835793,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
